article_no,discipline,subdiscipline,journal_title,journal_url,volume,issue,month,year,issue_url,type,title,article_url
2402,Biomedicine,Neurology,Journal of NeuroEngineering and Rehabilitation,http://link.springer.com/journal/12984,4,1,December,2007,https://link.springer.com/journal/12984/4/1,Research,"Quantifying kinematics of purposeful movements to real, imagined, or absent functional objects: Implications for modelling trajectories for robot-assisted ADL tasks**",https://link.springer.com/article/10.1186/1743-0003-4-7
1701,Biomedicine,Neurology,The Cerebellum,http://link.springer.com/journal/12311,18,3,June,2019,https://link.springer.com/journal/12311/18/3,Original Paper,Age-Dependent White Matter Characteristics of the Cerebellar Peduncles from Infancy Through Adolescence,https://link.springer.com/article/10.1007/s12311-018-1003-9
3737,Biomedicine,Pharmacology-Toxicology,BMC Pharmacology and Toxicology,http://link.springer.com/journal/40360,16,1,December,2015,https://link.springer.com/journal/40360/16/1,Research Article,Does antihypertensive treatment with renin-angiotensin system inhibitors prevent the development of diabetic kidney disease?,https://link.springer.com/article/10.1186/s40360-015-0024-y
938,Biomedicine,Immunology,Journal of Autoimmune Diseases,http://link.springer.com/journal/12972,6,1,December,2009,https://link.springer.com/journal/12972/6/1,Research,Are classification criteria for vasculitis useful in clinical practice? Observations and lessons from Colombia,https://link.springer.com/article/10.1186/1740-2557-6-1
3287,Biomedicine,Pharmacology-Toxicology,AAPS PharmSciTech,http://link.springer.com/journal/12249,19,1,January,2018,https://link.springer.com/journal/12249/19/1,Research Article,"
In Situ Salification in Polar Solvents: a Paradigm for Enabling Drug Delivery of Weakly Ionic Drugs as Amorphous Solid Dispersion",https://link.springer.com/article/10.1208/s12249-017-0808-z
3310,Biomedicine,Pharmacology-Toxicology,Cardiovascular Toxicology,http://link.springer.com/journal/12012,19,5,October,2019,https://link.springer.com/journal/12012/19/5,Original Paper,Acute Effects of Electronic Cigarette Inhalation on the Vasculature and the Conducting Airways,https://link.springer.com/article/10.1007/s12012-019-09516-x
2122,Biomedicine,Neurology,Molecular Neurodegeneration,http://link.springer.com/journal/13024,10,1,December,2015,https://link.springer.com/journal/13024/10/1,Research Article,Identification of telomere dysfunction in Friedreich ataxia,https://link.springer.com/article/10.1186/s13024-015-0019-6
1681,Biomedicine,Neurology,Neuroscience Bulletin,http://link.springer.com/journal/12264,32,6,December,2016,https://link.springer.com/journal/12264/32/6,Review,Non-invasive Brain Stimulation for the Treatment of Nicotine Addiction: Potential and Challenges,https://link.springer.com/article/10.1007/s12264-016-0056-3
869,Biomedicine,Immunology,Autoimmunity Highlights,http://link.springer.com/journal/13317,10,1,December,2019,https://link.springer.com/journal/13317/10/1,Original Research,"Preclinical studies on the toxicology, pharmacokinetics and safety of K1-70TM a human monoclonal autoantibody to the TSH receptor with TSH antagonist activity",https://link.springer.com/article/10.1186/s13317-019-0121-9
2244,Biomedicine,Neurology,NeuroMolecular Medicine,http://link.springer.com/journal/12017,21,2,June,2019,https://link.springer.com/journal/12017/21/2,Original Paper,"C9orf72 Intermediate Alleles in Patients with Amyotrophic Lateral Sclerosis, Systemic Lupus Erythematosus, and Rheumatoid Arthritis",https://link.springer.com/article/10.1007/s12017-019-08528-8
198,Medicine & Public Health,Cardiology,Journal of Thrombosis and Thrombolysis,http://link.springer.com/journal/11239,48,3,October,2019,https://link.springer.com/journal/11239/48/3,Original Paper,"Platelet spreading on fibrinogen matrix, a reliable and sensitive marker of platelet functional activity during storage",https://link.springer.com/article/10.1007/s11239-019-01916-8
1711,Biomedicine,Neurology,The Cerebellum,http://link.springer.com/journal/12311,18,1,February,2019,https://link.springer.com/journal/12311/18/1,Original Paper,An Opponent Process Cerebellar Asymmetry for Regulating Word Association Priming,https://link.springer.com/article/10.1007/s12311-018-0949-y
53,Medicine & Public Health,Cardiology,CardioVascular and Interventional Radiology,http://link.springer.com/journal/270,41,11,November,2018,https://link.springer.com/journal/270/41/11,Review,Bariatric Arterial Embolization for Obesity: A Review of Early Clinical Evidence,https://link.springer.com/article/10.1007/s00270-018-1996-y
2366,Biomedicine,Neurology,Journal of NeuroEngineering and Rehabilitation,http://link.springer.com/journal/12984,13,1,December,2016,https://link.springer.com/journal/12984/13/1,Research,Sub-sensory vibratory noise augments the physiologic complexity of postural control in older adults,https://link.springer.com/article/10.1186/s12984-016-0152-7
3294,Biomedicine,Pharmacology-Toxicology,AAPS PharmSciTech,http://link.springer.com/journal/12249,18,7,October,2017,https://link.springer.com/journal/12249/18/7,Research Article,"Development of a Gastric Absorptive, Immediate Responsive, Oral Protein-Loaded Versatile Polymeric Delivery System",https://link.springer.com/article/10.1208/s12249-017-0725-1
1997,Biomedicine,Neurology,Behavioral and Brain Functions,http://link.springer.com/journal/12993,8,1,December,2012,https://link.springer.com/journal/12993/8/1,Research,Effects of methylphenidate on attentional set-shifting in a genetic model of attention-deficit/hyperactivity disorder,https://link.springer.com/article/10.1186/1744-9081-8-10
563,Medicine & Public Health,Cardiology,Vascular Cell,http://link.springer.com/journal/13221,3,1,December,2011,https://link.springer.com/journal/13221/3/1,Research,Changes in expression of VE-cadherin and MMPs in endothelial cells: Implications for angiogenesis,https://link.springer.com/article/10.1186/2045-824X-3-6
3768,Biomedicine,Pharmacology-Toxicology,European Journal of Clinical Pharmacology,http://link.springer.com/journal/228,75,2,February,2019,https://link.springer.com/journal/228/75/2,Review,Defining and classifying terminology for medication harm: a call for consensus,https://link.springer.com/article/10.1007/s00228-018-2567-5
3535,Biomedicine,Pharmacology-Toxicology,Journal of Cancer Education,http://link.springer.com/journal/13187,34,1,February,2019,https://link.springer.com/journal/13187/34/1,Original Paper,Knowledge About the Relation Between Tobacco and Disease and the Attitude Toward Advising the Cessation of Its Consumption Among a Group of Spanish Dental Students,https://link.springer.com/article/10.1007/s13187-017-1280-x
1288,Biomedicine,Immunology,Pathology & Oncology Research,http://link.springer.com/journal/12253,22,4,October,2016,https://link.springer.com/journal/12253/22/4,Original Article,Detection of Merkel Cell Polyomavirus and Human Papillomavirus in Esophageal Squamous Cell Carcinomas and Non-Cancerous Esophageal Samples in Northern Iran,https://link.springer.com/article/10.1007/s12253-016-0048-7
2050,Biomedicine,Neurology,Translational Stroke Research,http://link.springer.com/journal/12975,9,6,December,2018,https://link.springer.com/journal/12975/9/6,Original Article,Apolipoprotein E Exerts a Whole-Brain Protective Property by Promoting M1? Microglia Quiescence After Experimental Subarachnoid Hemorrhage in Mice,https://link.springer.com/article/10.1007/s12975-018-0665-4
2600,Medicine & Public Health,Oncology,Comparative Clinical Pathology,http://link.springer.com/journal/580,28,2,April,2019,https://link.springer.com/journal/580/28/2,Original Article,Influence of mesenchymal stem cells and royal jelly on kidney damage triggered by ischemia-reperfusion injury: comparison with ischemic preconditioning in an animal model,https://link.springer.com/article/10.1007/s00580-018-2842-y
1608,Biomedicine,Immunology,Inflammation and Regeneration,http://link.springer.com/journal/41232,36,1,December,2016,https://link.springer.com/journal/41232/36/1,Review,Therapeutic intervention of inflammatory/immune diseases by inhibition of the fractalkine (CX3CL1)-CX3CR1 pathway,https://link.springer.com/article/10.1186/s41232-016-0017-2
1636,Biomedicine,Neurology,Neuroscience Bulletin,http://link.springer.com/journal/12264,34,5,October,2018,https://link.springer.com/journal/12264/34/5,Original Article,Microarray Analysis of Gene Expression Changes in Neuroplastin 65-Knockout Mice: Implications for Abnormal Cognition and Emotional Disorders,https://link.springer.com/article/10.1007/s12264-018-0251-5
195,Medicine & Public Health,Cardiology,Journal of Thrombosis and Thrombolysis,http://link.springer.com/journal/11239,48,3,October,2019,https://link.springer.com/journal/11239/48/3,Original Paper,Concurrent presentation of a hemorrhagic pericardial effusion and venous thromboembolism in malignancy: a systematic review of case studies,https://link.springer.com/article/10.1007/s11239-019-01884-z
40,Medicine & Public Health,Cardiology,CardioVascular and Interventional Radiology,http://link.springer.com/journal/270,42,2,February,2019,https://link.springer.com/journal/270/42/2,Clinical Investigation,Study of Percutaneous Stent Placement with Iodine-125 Seed Strand for Malignant Biliary Obstruction,https://link.springer.com/article/10.1007/s00270-018-2117-7
2984,Medicine & Public Health,Oncology,International Journal of Clinical Oncology,http://link.springer.com/journal/10147,24,11,November,2019,https://link.springer.com/journal/10147/24/11,Original Article,Forkhead box protein O1 (FOXO1) and paired box gene 3 (PAX3) overexpression is associated with poor prognosis in patients with cervical cancer,https://link.springer.com/article/10.1007/s10147-019-01507-w
1240,Biomedicine,Immunology,Pathology & Oncology Research,http://link.springer.com/journal/12253,25,4,October,2019,https://link.springer.com/journal/12253/25/4,Review,Systems Oncology: Bridging Pancreatic and Castrate Resistant Prostate Cancer,https://link.springer.com/article/10.1007/s12253-018-0467-8
2189,Biomedicine,Neurology,Molecular Neurobiology,http://link.springer.com/journal/12035,56,5,May,2019,https://link.springer.com/journal/12035/56/5,Original Paper,Triclocarban Disrupts the Epigenetic Status of Neuronal Cells and Induces AHR/CAR-Mediated Apoptosis,https://link.springer.com/article/10.1007/s12035-018-1285-4
2631,Medicine & Public Health,Oncology,Comparative Clinical Pathology,http://link.springer.com/journal/580,27,1,January,2018,https://link.springer.com/journal/580/27/1,Original Article,Comparative gene set enrichment analysis (GSEA) of the embryonic stem cell (ES) gene signatures in canine and human osteosarcoma,https://link.springer.com/article/10.1007/s00580-017-2554-8
590,Medicine & Public Health,Cardiology,Clinical Autonomic Research,http://link.springer.com/journal/10286,29,1,February,2019,https://link.springer.com/journal/10286/29/1,Research Article,Initial validation of symptom scores derived from the orthostatic discriminant and severity scale,https://link.springer.com/article/10.1007/s10286-018-0511-5
3741,Biomedicine,Pharmacology-Toxicology,BMC Pharmacology and Toxicology,http://link.springer.com/journal/40360,15,1,December,2014,https://link.springer.com/journal/40360/15/1,Research Article,Effect of novobiocin on the viability of human gingival fibroblasts (HGF-1),https://link.springer.com/article/10.1186/2050-6511-15-25
3537,Biomedicine,Pharmacology-Toxicology,Journal of Cancer Education,http://link.springer.com/journal/13187,34,1,February,2019,https://link.springer.com/journal/13187/34/1,Original Paper,The Knowledge of South African Men Relating to Cervical Cancer and Cervical Cancer Screening,https://link.springer.com/article/10.1007/s13187-017-1278-4
1597,Biomedicine,Immunology,Inflammation and Regeneration,http://link.springer.com/journal/41232,39,1,December,2019,https://link.springer.com/journal/41232/39/1,Research Article,Demographics and clinical characteristics associated with sustained remission and continuation of sustained remission in patients with rheumatoid arthritis treated with adalimumab,https://link.springer.com/article/10.1186/s41232-019-0094-0
3501,Biomedicine,Pharmacology-Toxicology,In Silico Pharmacology,http://link.springer.com/journal/40203,5,1,December,2017,https://link.springer.com/journal/40203/5/1,Original Research,"In silico screening for identification of pyrrolidine derivatives dipeptidyl peptidase-IV inhibitors using COMFA, CoMSIA, HQSAR and docking studies",https://link.springer.com/article/10.1007/s40203-017-0032-2
3213,Biomedicine,Pharmacology-Toxicology,Journal of Pharmaceutical Innovation,http://link.springer.com/journal/12247,10,2,June,2015,https://link.springer.com/journal/12247/10/2,Research Article,Determinants of New Product Launch Success in the Pharmaceutical Industry,https://link.springer.com/article/10.1007/s12247-015-9216-7
149,Medicine & Public Health,Cardiology,Journal of Echocardiography,http://link.springer.com/journal/12574,17,1,March,2019,https://link.springer.com/journal/12574/17/1,Review Article,Utility of strain imaging in conjunction with heart failure stage classification for heart failure patient management,https://link.springer.com/article/10.1007/s12574-018-0408-2
1625,Biomedicine,Neurology,Neuroscience Bulletin,http://link.springer.com/journal/12264,35,2,April,2019,https://link.springer.com/journal/12264/35/2,Original Article,NMDA Receptor Antagonist MK801 Protects Against 1-Bromopropane-Induced Cognitive Dysfunction,https://link.springer.com/article/10.1007/s12264-018-0321-8
1295,Biomedicine,Immunology,Pathology & Oncology Research,http://link.springer.com/journal/12253,22,2,April,2016,https://link.springer.com/journal/12253/22/2,Original Article,Predictors of Venous Thromboembolism in Patients with Glioblastoma,https://link.springer.com/article/10.1007/s12253-015-0008-7
260,Medicine & Public Health,Cardiology,Journal of Thrombosis and Thrombolysis,http://link.springer.com/journal/11239,44,3,October,2017,https://link.springer.com/journal/11239/44/3,Review Paper,Benefits and risks of P2Y12 inhibitor preloading in patients with acute coronary syndrome and stable angina,https://link.springer.com/article/10.1007/s11239-017-1529-6
3165,Biomedicine,Pharmacology-Toxicology,Journal of Pharmaceutical Innovation,http://link.springer.com/journal/12247,13,2,June,2018,https://link.springer.com/journal/12247/13/2,Original Article,Analytical Method Development Using Transmission Raman Spectroscopy for Pharmaceutical Assays and Compliance with Regulatory Guidelines—Part I: Transmission Raman Spectroscopy and Method Development,https://link.springer.com/article/10.1007/s12247-018-9311-7
3560,Biomedicine,Pharmacology-Toxicology,Journal of Cancer Education,http://link.springer.com/journal/13187,33,1,February,2018,https://link.springer.com/journal/13187/33/1,Original Paper,"
Utah Cancer Survivors: A Comprehensive Comparison of Health-Related Outcomes Between Survivors and Individuals Without a History of Cancer
",https://link.springer.com/article/10.1007/s13187-016-1098-y
3207,Biomedicine,Pharmacology-Toxicology,Journal of Pharmaceutical Innovation,http://link.springer.com/journal/12247,10,4,December,2015,https://link.springer.com/journal/12247/10/4,Original Article,Formulation and Development of In Situ Nasal Gelling Systems for Quetiapine Fumarate-Loaded Mucoadhesive Microemulsion,https://link.springer.com/article/10.1007/s12247-015-9232-7
3799,Biomedicine,Pharmacology-Toxicology,Psychopharmacology,http://link.springer.com/journal/213,236,3,March,2019,https://link.springer.com/journal/213/236/3,Review,Bath salts and polyconsumption: in search of drug-drug interactions,https://link.springer.com/article/10.1007/s00213-019-05213-3
2704,Medicine & Public Health,Oncology,"Cancer Immunology, Immunotherapy",http://link.springer.com/journal/262,67,12,December,2018,https://link.springer.com/journal/262/67/12,Focussed Research Review,"Personalized cancer vaccines: adjuvants are important, too",https://link.springer.com/article/10.1007/s00262-018-2158-4
2133,Biomedicine,Neurology,Molecular Neurodegeneration,http://link.springer.com/journal/13024,7,1,December,2012,https://link.springer.com/journal/13024/7/1,Research Article,Multiple γ-secretase product peptides are coordinately increased in concentration in the cerebrospinal fluid of a subpopulation of sporadic Alzheimer’s disease subjects,https://link.springer.com/article/10.1186/1750-1326-7-16
635,Medicine & Public Health,Cardiology,Clinical Autonomic Research,http://link.springer.com/journal/10286,26,6,December,2016,https://link.springer.com/journal/10286/26/6,Research Article,Sympathetic neural and cardiovascular responses during static handgrip exercise in women with a history of hypertensive pregnancy,https://link.springer.com/article/10.1007/s10286-016-0372-8
1655,Biomedicine,Neurology,Neuroscience Bulletin,http://link.springer.com/journal/12264,34,1,February,2018,https://link.springer.com/journal/12264/34/1,Review,Somatosensory Neuron Typing with High-Coverage Single-Cell RNA Sequencing and Functional Analysis,https://link.springer.com/article/10.1007/s12264-017-0147-9
2755,Medicine & Public Health,Oncology,Indian Journal of Surgical Oncology,http://link.springer.com/journal/13193,10,1,March,2019,https://link.springer.com/journal/13193/10/1,Original Article,Rate of Breast-Conserving Surgery vs Mastectomy in Breast Cancer: a Tertiary Care Centre Experience from South India,https://link.springer.com/article/10.1007/s13193-018-0818-7
380,Medicine & Public Health,Cardiology,BMC Cardiovascular Disorders,http://link.springer.com/journal/12872,10,1,December,2010,https://link.springer.com/journal/12872/10/1,Research Article,"Accuracy of advanced versus strictly conventional 12-lead ECG for detection and screening of coronary artery disease, left ventricular hypertrophy and left ventricular systolic dysfunction",https://link.springer.com/article/10.1186/1471-2261-10-28
2652,Medicine & Public Health,Oncology,Comparative Clinical Pathology,http://link.springer.com/journal/580,26,1,January,2017,https://link.springer.com/journal/580/26/1,Original Article,Pathology of muscular steatosis in the bovine species: report of two spontaneously arising cases and comparative overview of the condition,https://link.springer.com/article/10.1007/s00580-016-2376-0
2938,Medicine & Public Health,Oncology,Pediatric Radiology,http://link.springer.com/journal/247,49,6,May,2019,https://link.springer.com/journal/247/49/6,Original Article,Acoustic shadowing in pediatric kidney stone ultrasound: a retrospective study with non-enhanced computed tomography as reference standard,https://link.springer.com/article/10.1007/s00247-019-04372-x
3386,Biomedicine,Pharmacology-Toxicology,Archives of Toxicology,http://link.springer.com/journal/204,93,11,November,2019,https://link.springer.com/journal/204/93/11,Review Article,The application of omics-based human liver platforms for investigating the mechanism of drug-induced hepatotoxicity in vitro,https://link.springer.com/article/10.1007/s00204-019-02585-5
232,Medicine & Public Health,Cardiology,Journal of Thrombosis and Thrombolysis,http://link.springer.com/journal/11239,46,2,August,2018,https://link.springer.com/journal/11239/46/2,Original Paper,Do hospital doctors test for thrombophilia in patients with venous thromboembolism?,https://link.springer.com/article/10.1007/s11239-018-1702-6
2260,Biomedicine,Neurology,NeuroMolecular Medicine,http://link.springer.com/journal/12017,20,2,June,2018,https://link.springer.com/journal/12017/20/2,Original Paper,GWAS-Supported CRP Gene Polymorphisms and Functional Outcome of Large Artery Atherosclerotic Stroke in Han Chinese,https://link.springer.com/article/10.1007/s12017-018-8485-y
2380,Biomedicine,Neurology,Journal of NeuroEngineering and Rehabilitation,http://link.springer.com/journal/12984,9,1,December,2012,https://link.springer.com/journal/12984/9/1,Research,Brain network involved in visual processing of movement stimuli used in upper limb robotic training: an fMRI study,https://link.springer.com/article/10.1186/1743-0003-9-49
2527,Biomedicine,Neurology,Metabolic Brain Disease,http://link.springer.com/journal/11011,33,3,June,2018,https://link.springer.com/journal/11011/33/3,Original Article,Serum ischemia modified albumin is a possible new marker of oxidative stress in phenylketonuria,https://link.springer.com/article/10.1007/s11011-017-0165-3
1192,Biomedicine,Immunology,Immunologic Research,http://link.springer.com/journal/12026,66,3,June,2018,https://link.springer.com/journal/12026/66/3,Review,Impact of mast cells in depression disorder: inhibitory effect of IL-37 (new frontiers),https://link.springer.com/article/10.1007/s12026-018-9004-9
916,Biomedicine,Immunology,Autoimmunity Highlights,http://link.springer.com/journal/13317,3,1,April,2012,https://link.springer.com/journal/13317/3/1,Original Article,"Routine use of Zenit RA, a novel chemiluminescent immunoanalyzer in autoimmune disease diagnosis",https://link.springer.com/article/10.1007/s13317-012-0032-5
1589,Biomedicine,Immunology,Immunity & Ageing,http://link.springer.com/journal/12979,2,1,December,2005,https://link.springer.com/journal/12979/2/1,Research,"Immune response to pneumococcal polysaccharides 4 and 14 in elderly and young adults. I Antibody concentrations, avidity and functional activity",https://link.springer.com/article/10.1186/1742-4933-2-10
2072,Biomedicine,Neurology,Translational Stroke Research,http://link.springer.com/journal/12975,9,1,February,2018,https://link.springer.com/journal/12975/9/1,Original Article,Plasma Biomarkers of Inflammation Reflect Seizures and Hemorrhagic Activity of Cerebral Cavernous Malformations,https://link.springer.com/article/10.1007/s12975-017-0561-3
3384,Biomedicine,Pharmacology-Toxicology,Archives of Toxicology,http://link.springer.com/journal/204,93,11,November,2019,https://link.springer.com/journal/204/93/11,Review Article,T-2 toxin neurotoxicity: role of oxidative stress and mitochondrial dysfunction,https://link.springer.com/article/10.1007/s00204-019-02577-5
3002,Medicine & Public Health,Oncology,International Journal of Clinical Oncology,http://link.springer.com/journal/10147,24,6,June,2019,https://link.springer.com/journal/10147/24/6,Original Article,Adjuvant therapy in renal cell carcinoma: the perspective of urologists,https://link.springer.com/article/10.1007/s10147-019-01398-x
3812,Biomedicine,Pharmacology-Toxicology,Psychopharmacology,http://link.springer.com/journal/213,235,8,August,2018,https://link.springer.com/journal/213/235/8,Review,Neurotrophic factors and neuroplasticity pathways in the pathophysiology and treatment of depression,https://link.springer.com/article/10.1007/s00213-018-4950-4
2246,Biomedicine,Neurology,NeuroMolecular Medicine,http://link.springer.com/journal/12017,21,2,June,2019,https://link.springer.com/journal/12017/21/2,Original Paper,Network Analysis of Depression-Related Transcriptomic Profiles,https://link.springer.com/article/10.1007/s12017-019-08527-9
2330,Biomedicine,Neurology,Acta Neuropathologica Communications,http://link.springer.com/journal/40478,5,1,December,2017,https://link.springer.com/journal/40478/5/1,Research,α-Synuclein fibrils recruit peripheral immune cells in the rat brain prior to neurodegeneration,https://link.springer.com/article/10.1186/s40478-017-0494-9
3050,Medicine & Public Health,Oncology,International Journal of Clinical Oncology,http://link.springer.com/journal/10147,22,6,December,2017,https://link.springer.com/journal/10147/22/6,Original Article,Comparison between chemoselection and definitive radiotherapy in patients with cervical esophageal squamous cell carcinoma,https://link.springer.com/article/10.1007/s10147-017-1149-3
290,Medicine & Public Health,Cardiology,Thrombosis Journal,http://link.springer.com/journal/12959,14,Supplement,October,2016,https://link.springer.com/journal/12959/14/1/suppl,Review,Extravascular FIX and coagulation,https://link.springer.com/article/10.1186/s12959-016-0104-2
3101,Medicine & Public Health,Oncology,Indian Journal of Gynecologic Oncology,http://link.springer.com/journal/40944,16,3,September,2018,https://link.springer.com/journal/40944/16/3,Original Article,"To Evaluate the Incidence of ER, PR and Her2/Neu Status in Newly Diagnosed Breast Cancer Patients at a Tertiary Care Centre",https://link.springer.com/article/10.1007/s40944-018-0225-6
1715,Biomedicine,Neurology,The Cerebellum,http://link.springer.com/journal/12311,17,6,December,2018,https://link.springer.com/journal/12311/17/6,Original Paper,Early Trajectory Prediction in Elite Athletes,https://link.springer.com/article/10.1007/s12311-018-0975-9
503,Medicine & Public Health,Cardiology,Journal of Cardiovascular Magnetic Resonance,http://link.springer.com/journal/12968,19,1,December,2017,https://link.springer.com/journal/12968/19/1,Research,Reference ranges for cardiac structure and function using cardiovascular magnetic resonance (CMR) in Caucasians from the UK Biobank population cohort,https://link.springer.com/article/10.1186/s12968-017-0327-9
1191,Biomedicine,Immunology,Immunologic Research,http://link.springer.com/journal/12026,66,3,June,2018,https://link.springer.com/journal/12026/66/3,Original Article,Analytical variability in the determination of anti-double-stranded DNA antibodies: the strong need of a better definition of the old and new tests,https://link.springer.com/article/10.1007/s12026-018-8992-9
3580,Biomedicine,Pharmacology-Toxicology,Journal of Cancer Education,http://link.springer.com/journal/13187,31,4,December,2016,https://link.springer.com/journal/13187/31/4,Original Paper,The Potential Utility of Acceptance and Commitment Therapy (ACT) for Reducing Stress and Improving Wellbeing in Cancer Patients in Kolkata,https://link.springer.com/article/10.1007/s13187-015-0935-8
3218,Biomedicine,Pharmacology-Toxicology,Journal of Pharmaceutical Innovation,http://link.springer.com/journal/12247,10,1,March,2015,https://link.springer.com/journal/12247/10/1,Research Article,Loss-in-Weight Feeding Trials Case Study: Pharmaceutical Formulation,https://link.springer.com/article/10.1007/s12247-014-9206-1
3305,Biomedicine,Pharmacology-Toxicology,Cardiovascular Toxicology,http://link.springer.com/journal/12012,19,6,December,2019,https://link.springer.com/journal/12012/19/6,Original Paper,Direct and Indirect Effect of Air Particles Exposure Induce Nrf2-Dependent Cardiomyocyte Cellular Response In Vitro,https://link.springer.com/article/10.1007/s12012-019-09530-z
1650,Biomedicine,Neurology,Neuroscience Bulletin,http://link.springer.com/journal/12264,34,2,April,2018,https://link.springer.com/journal/12264/34/2,Original Article,"Prepulse Inhibition of Auditory Cortical Responses in the Caudolateral Superior Temporal Gyrus in Macaca mulatta
",https://link.springer.com/article/10.1007/s12264-017-0181-7
21,Medicine & Public Health,Cardiology,CardioVascular and Interventional Radiology,http://link.springer.com/journal/270,42,7,July,2019,https://link.springer.com/journal/270/42/7,Review,Current Status of Endovascular Preservation of the Internal Iliac Artery with Iliac Branch Devices (IBD),https://link.springer.com/article/10.1007/s00270-019-02199-5
1771,Biomedicine,Neurology,The Cerebellum,http://link.springer.com/journal/12311,15,3,June,2016,https://link.springer.com/journal/12311/15/3,Original Paper,Cerebellar fMRI Activation Increases with Increasing Working Memory Demands,https://link.springer.com/article/10.1007/s12311-015-0703-7
371,Medicine & Public Health,Cardiology,BMC Cardiovascular Disorders,http://link.springer.com/journal/12872,12,1,December,2012,https://link.springer.com/journal/12872/12/1,Research Article,Meta-analysis of randomized controlled trials on the efficacy of thoracic epidural anesthesia in preventing atrial fibrillation after coronary artery bypass grafting,https://link.springer.com/article/10.1186/1471-2261-12-67
3564,Biomedicine,Pharmacology-Toxicology,Journal of Cancer Education,http://link.springer.com/journal/13187,32,4,December,2017,https://link.springer.com/journal/13187/32/4,Original Paper,Oncological Patient Anxiety in Imaging Studies: the PET/CT Example,https://link.springer.com/article/10.1007/s13187-016-1069-3
1576,Biomedicine,Immunology,Immunity & Ageing,http://link.springer.com/journal/12979,6,1,December,2009,https://link.springer.com/journal/12979/6/1,Research,"Modulation of immunity in young-adult and aged squirrel, Funambulus pennanti by melatonin and p-chlorophenylalanine",https://link.springer.com/article/10.1186/1742-4933-6-5
2686,Medicine & Public Health,Oncology,"Cancer Immunology, Immunotherapy",http://link.springer.com/journal/262,68,5,May,2019,https://link.springer.com/journal/262/68/5,Original Article,First-line therapy-stratified survival in BRAF-mutant melanoma: a retrospective multicenter analysis,https://link.springer.com/article/10.1007/s00262-019-02311-1
3504,Biomedicine,Pharmacology-Toxicology,In Silico Pharmacology,http://link.springer.com/journal/40203,4,1,December,2016,https://link.springer.com/journal/40203/4/1,Original Research,Classification model of amino acid sequences prone to aggregation of therapeutic proteins,https://link.springer.com/article/10.1186/s40203-016-0019-4
105,Medicine & Public Health,Cardiology,Journal of Nuclear Cardiology,http://link.springer.com/journal/12350,25,1,February,2018,https://link.springer.com/journal/12350/25/1,Review Article,Myocardial perfusion imaging: Lessons learned and work to be done—update,https://link.springer.com/article/10.1007/s12350-017-1093-7
3082,Medicine & Public Health,Oncology,Indian Journal of Gynecologic Oncology,http://link.springer.com/journal/40944,17,3,September,2019,https://link.springer.com/journal/40944/17/3,Original Article,Expression of PAX2 and PTEN in Oestrogen-Driven Endometrial Hyperplasia and Neoplasia,https://link.springer.com/article/10.1007/s40944-019-0316-z
2303,Biomedicine,Neurology,NeuroMolecular Medicine,http://link.springer.com/journal/12017,17,3,September,2015,https://link.springer.com/journal/12017/17/3,Review Paper,"Structure, Distribution, and Function of Neuronal/Synaptic Spinules and Related Invaginating Projections",https://link.springer.com/article/10.1007/s12017-015-8358-6
2900,Medicine & Public Health,Oncology,Gynecologic Oncology Research and Practice,http://link.springer.com/journal/40661,6,1,December,2019,https://link.springer.com/journal/40661/6/1,Research,Preferences of women with epithelial ovarian cancer for aspects of genetic testing,https://link.springer.com/article/10.1186/s40661-019-0066-8
103,Medicine & Public Health,Cardiology,Journal of Nuclear Cardiology,http://link.springer.com/journal/12350,25,2,April,2018,https://link.springer.com/journal/12350/25/2,Original Article,Value of automatic patient motion detection and correction in myocardial perfusion imaging using a CZT-based SPECT camera,https://link.springer.com/article/10.1007/s12350-016-0571-7
904,Biomedicine,Immunology,Autoimmunity Highlights,http://link.springer.com/journal/13317,4,2,August,2013,https://link.springer.com/journal/13317/4/2,Review Article,Detection of autoantibodies in a point-of-care rheumatology setting,https://link.springer.com/article/10.1007/s13317-013-0052-9
1437,Biomedicine,Immunology,Journal of Experimental & Clinical Cancer Research,http://link.springer.com/journal/13046,34,1,December,2015,https://link.springer.com/journal/13046/34/1,Research Article,Metformin can block precancerous progression to invasive tumors of bladder through inhibiting STAT3-mediated signaling pathways,https://link.springer.com/article/10.1186/s13046-015-0183-0
3198,Biomedicine,Pharmacology-Toxicology,Journal of Pharmaceutical Innovation,http://link.springer.com/journal/12247,11,2,June,2016,https://link.springer.com/journal/12247/11/2,Original Article,Influence of Soluplus on Solid-State Properties and Physical Stability of Indomethacin-Saccharin Co-crystal Formation Prepared by Air-Drying Process,https://link.springer.com/article/10.1007/s12247-016-9243-z
564,Medicine & Public Health,Cardiology,Vascular Cell,http://link.springer.com/journal/13221,3,1,December,2011,https://link.springer.com/journal/13221/3/1,Research,Cyclic strain upregulates VEGF and attenuates proliferation of vascular smooth muscle cells,https://link.springer.com/article/10.1186/2045-824X-3-21
3532,Biomedicine,Pharmacology-Toxicology,Journal of Cancer Education,http://link.springer.com/journal/13187,34,2,April,2019,https://link.springer.com/journal/13187/34/2,Original Paper,"Cancer Pain Management at Oncology Units: Comparing Knowledge, Attitudes and Perceived Barriers Between Physicians and Nurses",https://link.springer.com/article/10.1007/s13187-017-1314-4
